 offer_id |      offer_created_at      | platform | count_responds | count_prematch 
   164575 | 2022-05-20 14:23:48.185618 | admins   |              2 |              2
   164576 | 2022-05-20 14:26:12.54235  | admins   |              3 |              3
   164577 | 2022-05-20 14:26:17.337067 | admins   |              5 |              5
   164578 | 2022-05-20 14:26:18.32669  | admins   |              1 |              1
   164579 | 2022-05-20 14:29:48.841908 | admins   |              5 |              5
   164580 | 2022-05-20 14:35:05.935778 | admins   |              3 |              3
   164581 | 2022-05-20 14:36:09.30955  | admins   |              1 |              1
   164582 | 2022-05-20 14:36:39.558053 | admins   |              0 |              0
   164583 | 2022-05-20 14:39:56.954565 | admins   |              0 |              0
   164584 | 2022-05-20 14:40:00.963329 | admins   |              2 |              2
   164585 | 2022-05-20 14:41:34.323541 | admins   |              4 |              4
   164586 | 2022-05-20 14:41:58.520124 | admins   |              1 |              1
   164587 | 2022-05-20 14:42:33.548074 | admins   |              3 |              3
   164588 | 2022-05-20 14:43:25.596474 | admins   |              0 |              0
   164589 | 2022-05-20 14:43:40.703599 | admins   |              2 |              2
   164590 | 2022-05-20 14:44:25.626124 | admins   |              2 |              2
   164591 | 2022-05-20 14:45:30.364298 | admins   |              5 |              5
   164592 | 2022-05-20 14:47:04.153762 | admins   |              5 |              5
   164593 | 2022-05-20 14:47:24.405569 | admins   |              0 |              0
   164594 | 2022-05-20 14:49:08.614393 | admins   |              0 |              0
   164595 | 2022-05-20 14:53:11.482341 | admins   |              1 |              1
   164596 | 2022-05-20 14:57:41.25492  | admins   |              5 |              5
   164597 | 2022-05-20 14:59:30.320233 | admins   |              0 |              0
   164598 | 2022-05-20 15:03:06.16903  | admins   |              0 |              0
   164599 | 2022-05-20 15:05:31.500079 | admins   |              0 |              0
   164600 | 2022-05-20 15:06:00.441398 | admins   |              0 |              0
   164601 | 2022-05-20 15:06:41.425809 | admins   |              0 |              0
   164602 | 2022-05-20 15:08:49.557369 | admins   |              0 |              0
   164603 | 2022-05-20 15:09:17.52296  | admins   |              5 |              5
   164604 | 2022-05-20 15:10:38.270146 | admins   |              3 |              3
   164605 | 2022-05-20 15:12:44.220711 | admins   |              3 |              3
   164606 | 2022-05-20 15:14:44.422513 | admins   |              1 |              1
   164607 | 2022-05-20 15:21:10.96386  | admins   |              1 |              1
   164608 | 2022-05-20 15:21:22.956906 | admins   |              0 |              0
   164609 | 2022-05-20 15:21:31.821085 | admins   |              1 |              1
   164610 | 2022-05-20 15:23:10.18224  | admins   |              2 |              2
   164611 | 2022-05-20 15:25:24.424346 | admins   |              1 |              1
   164612 | 2022-05-20 15:25:39.459453 | admins   |              0 |              0
   164613 | 2022-05-20 15:26:18.351512 | admins   |              1 |              1
   164614 | 2022-05-20 15:28:04.396396 | admins   |              0 |              0
   164615 | 2022-05-20 15:30:32.633938 | admins   |              0 |              0
   164616 | 2022-05-20 15:31:53.296751 | admins   |              0 |              0
   164617 | 2022-05-20 15:32:14.456377 | admins   |              2 |              2
   164618 | 2022-05-20 15:33:20.198381 | admins   |              1 |              1
   164619 | 2022-05-20 15:34:32.320023 | admins   |              1 |              1
   164620 | 2022-05-20 15:36:15.302967 | admins   |              1 |              1
   164621 | 2022-05-20 15:36:36.959584 | admins   |              1 |              1
   164622 | 2022-05-20 15:36:50.37065  | admins   |              2 |              2
   164623 | 2022-05-20 15:38:43.683625 | admins   |              1 |              1
   164624 | 2022-05-20 15:40:15.321313 | admins   |              0 |              0
   164625 | 2022-05-20 15:40:59.676596 | admins   |              5 |              5
   164626 | 2022-05-20 15:42:57.887017 | admins   |              0 |              0
   164627 | 2022-05-20 15:43:34.099567 | admins   |              4 |              4
   164628 | 2022-05-20 15:44:51.698283 | admins   |              0 |              0
   164629 | 2022-05-20 15:45:12.970233 | admins   |              2 |              2
   164630 | 2022-05-20 15:46:21.085889 | admins   |              2 |              2
   164631 | 2022-05-20 15:49:00.808766 | admins   |              1 |              1
   164632 | 2022-05-20 15:49:28.899281 | admins   |              2 |              2
   164633 | 2022-05-20 15:50:21.784997 | admins   |              0 |              0
   164634 | 2022-05-20 15:50:44.613342 | admins   |              1 |              1
   164635 | 2022-05-20 15:51:09.191391 | admins   |              2 |              2
   164636 | 2022-05-20 15:51:16.649617 | admins   |              1 |              1
   164637 | 2022-05-20 15:51:24.803262 | admins   |              2 |              2
   164638 | 2022-05-20 15:52:39.12528  | admins   |              1 |              1
   164639 | 2022-05-20 15:53:54.616176 | admins   |              0 |              0
   164640 | 2022-05-20 15:55:20.901986 | admins   |              1 |              1
   164641 | 2022-05-20 15:55:21.996873 | admins   |              1 |              1
   164642 | 2022-05-20 15:57:27.628559 | admins   |              0 |              0
   164643 | 2022-05-20 15:59:43.922637 | admins   |              1 |              1
   164644 | 2022-05-20 16:00:59.756434 | admins   |              0 |              0
   164645 | 2022-05-20 16:01:59.007664 | admins   |              0 |              0
   164646 | 2022-05-20 16:02:02.636668 | admins   |              1 |              1
   164647 | 2022-05-20 16:04:12.666475 | admins   |              1 |              1
   164648 | 2022-05-20 16:04:27.397974 | admins   |              5 |              5
   164649 | 2022-05-20 16:04:43.067514 | admins   |              0 |              0
   164650 | 2022-05-20 16:05:12.693737 | admins   |              5 |              5
   164651 | 2022-05-20 16:05:48.83484  | admins   |              0 |              0
   164652 | 2022-05-20 16:06:25.681979 | admins   |              5 |              5
   164653 | 2022-05-20 16:07:01.401911 | admins   |              3 |              3
   164654 | 2022-05-20 16:07:20.827822 | admins   |              4 |              4
   164655 | 2022-05-20 16:07:29.199373 | admins   |              1 |              1
   164656 | 2022-05-20 16:08:13.845135 | admins   |              1 |              1
   164657 | 2022-05-20 16:08:18.810347 | admins   |              1 |              1
   164658 | 2022-05-20 16:13:29.638919 | admins   |              2 |              2
   164659 | 2022-05-20 16:13:59.454719 | admins   |              0 |              0
   164660 | 2022-05-20 16:15:09.49078  | admins   |              0 |              0
   164661 | 2022-05-20 16:16:12.582505 | admins   |              3 |              3
   164662 | 2022-05-20 16:16:59.619761 | admins   |              0 |              0
   164663 | 2022-05-20 16:17:09.650807 | admins   |              3 |              3
   164664 | 2022-05-20 16:18:00.575152 | admins   |              0 |              0
   164665 | 2022-05-20 16:18:30.769559 | admins   |              3 |              3
   164666 | 2022-05-20 16:18:40.647437 | admins   |              5 |              5
   164667 | 2022-05-20 16:19:56.857631 | web      |              1 |              1
   164668 | 2022-05-20 16:21:00.510864 | admins   |              1 |              1
   164669 | 2022-05-20 16:24:12.489728 | admins   |              1 |              1
   164670 | 2022-05-20 16:24:28.043505 | admins   |              5 |              5
   164671 | 2022-05-20 16:26:10.124602 | ios      |              0 |              0
   164672 | 2022-05-20 16:28:08.326517 | admins   |              0 |              0
   164673 | 2022-05-20 16:28:41.113101 | admins   |              2 |              2
   164674 | 2022-05-20 16:34:08.325736 | admins   |              0 |              0
   164675 | 2022-05-20 16:34:14.454193 | admins   |              5 |              5
   164676 | 2022-05-20 16:45:16.233793 | admins   |              1 |              1
   164677 | 2022-05-20 16:47:34.341578 | admins   |              0 |              0
   164678 | 2022-05-20 16:49:40.473393 | admins   |              1 |              1
   164679 | 2022-05-20 16:50:41.018062 | admins   |              1 |              1
   164680 | 2022-05-20 16:50:54.239604 | admins   |              1 |              1
   164681 | 2022-05-20 16:51:56.0873   | admins   |              0 |              0
   164682 | 2022-05-20 16:53:53.705518 | admins   |              5 |              5
   164683 | 2022-05-20 16:54:18.84112  | admins   |              1 |              1
   164684 | 2022-05-20 16:54:24.865536 | admins   |              4 |              4
   164685 | 2022-05-20 16:55:09.93346  | admins   |              3 |              3
   164686 | 2022-05-20 16:55:17.280108 | admins   |              2 |              2
   164687 | 2022-05-20 16:55:35.116381 | admins   |              0 |              0
   164688 | 2022-05-20 16:56:34.244302 | admins   |              0 |              0
   164689 | 2022-05-20 16:56:36.467366 | admins   |              0 |              0
   164690 | 2022-05-20 17:01:20.870206 | admins   |              4 |              4
   164691 | 2022-05-20 17:01:46.459508 | admins   |              2 |              2
   164692 | 2022-05-20 17:02:37.53055  | admins   |              4 |              4
   164693 | 2022-05-20 17:03:10.565622 | admins   |              4 |              4
   164694 | 2022-05-20 17:03:48.734151 | admins   |              1 |              1
   164695 | 2022-05-20 17:04:53.6174   | android  |              3 |              2
   164696 | 2022-05-20 17:04:54.356418 | admins   |              1 |              1
   164697 | 2022-05-20 17:07:59.045112 | admins   |              4 |              4
   164698 | 2022-05-20 17:11:19.905623 | admins   |              4 |              4
   164699 | 2022-05-20 17:12:52.776807 | admins   |              5 |              5
   164700 | 2022-05-20 17:15:35.243769 | admins   |              0 |              0
   164701 | 2022-05-20 17:16:08.701035 | admins   |              0 |              0
   164702 | 2022-05-20 17:16:59.910515 | admins   |              2 |              2
   164703 | 2022-05-20 17:17:21.386651 | admins   |              1 |              1
   164704 | 2022-05-20 17:18:15.207024 | admins   |              4 |              4
   164705 | 2022-05-20 17:20:12.092168 | admins   |              2 |              2
   164706 | 2022-05-20 17:20:40.15278  | admins   |              4 |              4
   164707 | 2022-05-20 17:22:30.314308 | admins   |              0 |              0
   164708 | 2022-05-20 17:24:07.168555 | admins   |              2 |              2
   164709 | 2022-05-20 17:25:26.065233 | admins   |              0 |              0
   164710 | 2022-05-20 17:25:54.246479 | admins   |              1 |              1
   164711 | 2022-05-20 17:28:16.857294 | admins   |              4 |              4
   164712 | 2022-05-20 17:30:27.387632 | admins   |              3 |              3
   164713 | 2022-05-20 17:31:26.385615 | admins   |              0 |              0
   164714 | 2022-05-20 17:31:51.408431 | admins   |              0 |              0
   164715 | 2022-05-20 17:33:39.616368 | admins   |              3 |              3
   164716 | 2022-05-20 17:35:07.79779  | admins   |              5 |              5
   164717 | 2022-05-20 17:36:20.743362 | admins   |              0 |              0
   164718 | 2022-05-20 17:36:44.438061 | admins   |              5 |              5
   164719 | 2022-05-20 17:38:08.434257 | admins   |              0 |              0
   164720 | 2022-05-20 17:39:11.912006 | admins   |              0 |              0
   164721 | 2022-05-20 17:40:28.425746 | admins   |              2 |              2
   164722 | 2022-05-20 17:40:43.40416  | admins   |              1 |              1
   164723 | 2022-05-20 17:42:04.918196 | admins   |              5 |              5
   164724 | 2022-05-20 17:42:06.25439  | admins   |              0 |              0
   164725 | 2022-05-20 17:44:38.815566 | admins   |              0 |              0
   164726 | 2022-05-20 17:46:12.964528 | admins   |              2 |              2
   164727 | 2022-05-20 17:46:22.629912 | admins   |              0 |              0
   164728 | 2022-05-20 17:47:43.53667  | admins   |              0 |              0
   164729 | 2022-05-20 17:48:50.411436 | admins   |              0 |              0
   164730 | 2022-05-20 17:49:08.805112 | admins   |              5 |              5
   164731 | 2022-05-20 17:49:25.503334 | admins   |              0 |              0
   164732 | 2022-05-20 17:49:59.406524 | admins   |              0 |              0
   164733 | 2022-05-20 17:50:14.909179 | admins   |              1 |              1
   164734 | 2022-05-20 17:50:31.939632 | admins   |              0 |              0
   164735 | 2022-05-20 17:51:13.53272  | admins   |              3 |              3
   164736 | 2022-05-20 17:51:39.939069 | admins   |              0 |              0
   164737 | 2022-05-20 17:52:08.449765 | admins   |              0 |              0
   164738 | 2022-05-20 17:52:10.508163 | admins   |              0 |              0
   164739 | 2022-05-20 17:52:45.298124 | admins   |              2 |              2
   164740 | 2022-05-20 17:52:49.878994 | admins   |              4 |              4
   164741 | 2022-05-20 17:53:10.47572  | admins   |              1 |              1
   164742 | 2022-05-20 17:53:51.066301 | admins   |              1 |              1
   164743 | 2022-05-20 17:53:51.691811 | admins   |              0 |              0
   164744 | 2022-05-20 17:54:39.893355 | admins   |              1 |              1
   164745 | 2022-05-20 17:55:13.852822 | admins   |              0 |              0
   164746 | 2022-05-20 17:57:00.601063 | admins   |              0 |              0
   164747 | 2022-05-20 17:58:30.092819 | admins   |              2 |              2
   164748 | 2022-05-20 17:58:42.432145 | admins   |              5 |              5
   164749 | 2022-05-20 18:00:35.287879 | admins   |              4 |              4
   164750 | 2022-05-20 18:00:48.080577 | admins   |              0 |              0
   164751 | 2022-05-20 18:02:05.458493 | admins   |              0 |              0
   164752 | 2022-05-20 18:03:08.159027 | admins   |              1 |              1
   164753 | 2022-05-20 18:03:12.955668 | admins   |              4 |              4
   164754 | 2022-05-20 18:09:31.208758 | admins   |              0 |              0
   164755 | 2022-05-20 18:10:44.068909 | admins   |              5 |              5
   164756 | 2022-05-20 18:13:12.207122 | admins   |              3 |              3
   164757 | 2022-05-20 18:14:33.641694 | admins   |              0 |              0
   164758 | 2022-05-20 18:16:15.947416 | admins   |              2 |              2
   164759 | 2022-05-20 18:19:24.376547 | admins   |              3 |              3
   164760 | 2022-05-20 18:23:08.353043 | admins   |              0 |              0
   164761 | 2022-05-20 18:26:00.179907 | admins   |              1 |              1
   164762 | 2022-05-20 18:27:54.287271 |          |              0 |              0
   164763 | 2022-05-20 18:29:02.874582 | admins   |              1 |              1
   164764 | 2022-05-20 18:31:18.567062 | admins   |              0 |              0
   164765 | 2022-05-20 18:31:20.933013 | admins   |              2 |              2
   164766 | 2022-05-20 18:31:42.313434 | admins   |              0 |              0
   164767 | 2022-05-20 18:33:08.040589 | admins   |              5 |              5
   164768 | 2022-05-20 18:36:53.660946 | admins   |              1 |              1
   164769 | 2022-05-20 18:37:42.823384 | admins   |              0 |              0
   164770 | 2022-05-20 18:40:23.619647 | admins   |              1 |              1
   164771 | 2022-05-20 18:41:39.247014 | admins   |              2 |              2
   164772 | 2022-05-20 18:42:34.925003 | admins   |              1 |              1
   164773 | 2022-05-20 18:42:46.48919  | admins   |              1 |              1
   164774 | 2022-05-20 18:45:45.810602 | admins   |              0 |              0
   164775 | 2022-05-20 18:48:45.885318 | admins   |              2 |              2
   164776 | 2022-05-20 18:50:08.78243  | admins   |              0 |              0
   164777 | 2022-05-20 18:50:25.845437 | admins   |              2 |              2
   164778 | 2022-05-20 18:51:49.554016 | admins   |              0 |              0
   164779 | 2022-05-20 18:54:46.585253 | admins   |              0 |              0
   164780 | 2022-05-20 18:56:44.007631 | admins   |              5 |              5
   164781 | 2022-05-20 18:56:46.650992 | admins   |              0 |              0
   164782 | 2022-05-20 18:58:11.074007 | admins   |              3 |              3
   164783 | 2022-05-20 18:58:32.178738 | android  |              1 |              0
   164784 | 2022-05-20 19:00:01.040577 | admins   |              0 |              0
   164785 | 2022-05-20 19:01:56.131124 | admins   |              0 |              0
   164786 | 2022-05-20 19:02:12.616642 | admins   |              5 |              5
   164787 | 2022-05-20 19:05:40.868952 | admins   |              2 |              2
   164788 | 2022-05-20 19:07:03.69068  | admins   |              3 |              3
   164789 | 2022-05-20 19:07:31.574049 | admins   |              5 |              5
   164790 | 2022-05-20 19:13:35.389963 | admins   |              0 |              0
   164791 | 2022-05-20 19:14:39.526549 | admins   |              0 |              0
   164792 | 2022-05-20 19:15:07.741286 | admins   |              0 |              0
   164793 | 2022-05-20 19:17:02.608898 | admins   |              1 |              1
   164794 | 2022-05-20 19:17:18.455519 | admins   |              0 |              0
   164795 | 2022-05-20 19:18:35.837409 | admins   |              1 |              1
   164796 | 2022-05-20 19:19:43.959782 | admins   |              4 |              4
   164797 | 2022-05-20 19:21:28.208606 | admins   |              5 |              5
   164798 | 2022-05-20 19:23:30.402051 | admins   |              0 |              0
   164799 | 2022-05-20 19:24:37.224866 | admins   |              1 |              1
   164800 | 2022-05-20 19:26:21.283372 | admins   |              0 |              0
   164801 | 2022-05-20 19:28:46.182139 | admins   |              1 |              1
   164802 | 2022-05-20 19:38:59.913235 | admins   |              3 |              3
   164803 | 2022-05-20 19:44:58.695298 | admins   |              0 |              0
   164804 | 2022-05-20 19:45:43.988776 | admins   |              4 |              4
   164805 | 2022-05-20 19:51:08.066164 | admins   |              1 |              1
   164806 | 2022-05-20 19:53:24.523475 | admins   |              3 |              3
   164807 | 2022-05-20 19:57:46.725174 | admins   |              3 |              3
   164808 | 2022-05-20 19:59:02.925651 | admins   |              5 |              5
   164809 | 2022-05-20 20:02:33.882136 | admins   |              0 |              0
   164810 | 2022-05-20 20:02:48.54555  | admins   |              3 |              3
   164811 | 2022-05-20 20:03:37.592381 | admins   |              0 |              0
   164812 | 2022-05-20 20:06:17.74485  | admins   |              0 |              0
   164813 | 2022-05-20 20:06:59.281386 | admins   |              5 |              5
   164814 | 2022-05-20 20:08:10.479133 | admins   |              0 |              0
   164815 | 2022-05-20 20:09:41.607144 | admins   |              0 |              0
   164816 | 2022-05-20 20:13:54.853809 | admins   |              1 |              1
   164817 | 2022-05-20 20:20:13.407619 | admins   |              0 |              0
   164818 | 2022-05-20 20:22:15.09298  | admins   |              3 |              3
   164819 | 2022-05-20 20:22:16.024465 | admins   |              5 |              5
   164820 | 2022-05-20 20:23:32.528534 | admins   |              0 |              0
   164821 | 2022-05-20 20:25:42.6098   | admins   |              1 |              1
   164822 | 2022-05-20 20:27:50.928803 | admins   |              2 |              2
   164823 | 2022-05-20 20:28:15.540998 | admins   |              5 |              5
   164824 | 2022-05-20 20:29:16.790896 | admins   |              1 |              1
   164825 | 2022-05-20 20:29:20.589534 | admins   |              0 |              0
   164826 | 2022-05-20 20:31:07.383842 | admins   |              1 |              1
   164827 | 2022-05-20 20:32:49.377715 | admins   |              5 |              5
   164828 | 2022-05-20 20:33:20.77471  | admins   |              1 |              1
   164829 | 2022-05-20 20:33:47.892339 | admins   |              0 |              0
   164830 | 2022-05-20 20:34:05.266346 | admins   |              0 |              0
   164831 | 2022-05-20 20:34:20.807685 | admins   |              1 |              1
   164832 | 2022-05-20 20:36:28.19511  | admins   |              0 |              0
   164833 | 2022-05-20 20:39:20.370481 | admins   |              0 |              0
   164834 | 2022-05-20 20:39:24.469591 | admins   |              0 |              0
   164835 | 2022-05-20 20:40:40.155613 | admins   |              5 |              5
   164836 | 2022-05-20 20:41:43.997864 | admins   |              3 |              3
   164837 | 2022-05-20 20:42:15.450095 | admins   |              1 |              1
   164838 | 2022-05-20 20:43:33.655712 | admins   |              3 |              3
   164839 | 2022-05-20 20:44:30.54357  | admins   |              0 |              0
   164840 | 2022-05-20 20:45:28.353698 | admins   |              0 |              0
   164841 | 2022-05-20 20:47:50.078143 | admins   |              1 |              1
   164842 | 2022-05-20 20:49:18.192575 | admins   |              4 |              4
   164843 | 2022-05-20 20:50:30.875414 | admins   |              0 |              0
   164844 | 2022-05-20 20:53:45.609337 | admins   |              3 |              3
   164845 | 2022-05-20 20:59:29.126817 | admins   |              1 |              1
   164846 | 2022-05-20 21:01:17.688308 | admins   |              4 |              4
   164847 | 2022-05-20 21:03:27.524568 | admins   |              0 |              0
   164848 | 2022-05-20 21:04:39.960423 | admins   |              5 |              5
   164849 | 2022-05-20 21:07:22.103809 | admins   |              0 |              0
   164850 | 2022-05-20 21:09:04.967789 | admins   |              5 |              5
   164851 | 2022-05-20 21:17:27.879027 | admins   |              1 |              1
   164852 | 2022-05-20 21:19:48.24971  | admins   |              3 |              3
   164853 | 2022-05-20 21:20:20.745416 | admins   |              5 |              5
   164854 | 2022-05-20 21:21:38.837266 | admins   |              1 |              1
   164855 | 2022-05-20 21:23:02.230066 | android  |              1 |              1
   164856 | 2022-05-20 21:24:59.018761 | admins   |              5 |              5
   164857 | 2022-05-20 21:26:17.392521 | admins   |              1 |              1
   164858 | 2022-05-20 21:26:32.633984 | admins   |              2 |              2
   164859 | 2022-05-20 21:27:19.057231 | admins   |              5 |              5
   164860 | 2022-05-20 21:29:17.50619  | admins   |              4 |              4
   164861 | 2022-05-20 21:31:02.164333 | admins   |              2 |              2
   164862 | 2022-05-20 21:31:36.324149 | android  |              1 |              0
   164863 | 2022-05-20 21:32:16.076842 | admins   |              1 |              1
   164864 | 2022-05-20 21:33:37.779214 | admins   |              5 |              5
   164865 | 2022-05-20 21:42:53.19259  | admins   |              1 |              1
   164866 | 2022-05-20 21:43:05.800688 | admins   |              1 |              1
   164867 | 2022-05-20 21:46:09.536865 | admins   |              1 |              1
   164868 | 2022-05-20 21:51:02.707695 | admins   |              2 |              2
   164869 | 2022-05-20 21:55:01.903818 | admins   |              4 |              4
   164870 | 2022-05-20 22:04:25.956643 | admins   |              1 |              1
   164871 | 2022-05-20 22:06:54.348074 | admins   |              1 |              1
   164872 | 2022-05-20 22:10:39.289393 | admins   |              1 |              1
   164873 | 2022-05-20 22:11:30.577876 | admins   |              1 |              1
   164874 | 2022-05-20 22:12:05.499423 | admins   |              2 |              2
   164875 | 2022-05-20 22:12:45.71574  | admins   |              2 |              2
   164876 | 2022-05-20 22:12:58.156148 | admins   |              2 |              2
   164877 | 2022-05-20 22:16:07.675395 | admins   |              0 |              0
   164878 | 2022-05-20 22:20:45.828357 | admins   |              2 |              2
   164879 | 2022-05-20 22:27:23.158937 | admins   |              1 |              1
   164880 | 2022-05-20 22:29:27.891876 | admins   |              2 |              2
   164881 | 2022-05-20 22:29:42.988615 | admins   |              5 |              5
   164882 | 2022-05-20 22:31:23.328387 | admins   |              0 |              0
   164883 | 2022-05-20 22:32:25.38854  | admins   |              0 |              0
   164884 | 2022-05-20 22:35:17.944923 | admins   |              0 |              0
   164885 | 2022-05-20 22:35:21.928379 | admins   |              0 |              0
   164886 | 2022-05-20 22:38:14.63413  | admins   |              5 |              5
   164887 | 2022-05-20 22:41:18.90238  | admins   |              0 |              0
   164888 | 2022-05-20 22:43:31.948741 | admins   |              5 |              5
   164889 | 2022-05-20 22:46:11.165773 | admins   |              1 |              1
   164890 | 2022-05-20 22:49:57.889473 | admins   |              2 |              2
   164891 | 2022-05-20 22:50:09.628562 | admins   |              0 |              0
   164892 | 2022-05-20 22:54:05.163974 | admins   |              5 |              5
   164893 | 2022-05-20 22:54:54.666463 | admins   |              1 |              1
   164894 | 2022-05-20 22:56:20.454589 | admins   |              5 |              5
   164895 | 2022-05-20 22:59:31.808468 | admins   |              5 |              5
   164896 | 2022-05-20 22:59:44.427428 | admins   |              5 |              5
   164897 | 2022-05-20 23:00:33.518456 | admins   |              5 |              5
   164898 | 2022-05-20 23:03:10.011583 | admins   |              1 |              1
   164899 | 2022-05-20 23:06:58.663068 | admins   |              2 |              2
   164900 | 2022-05-20 23:07:48.963803 | admins   |              4 |              4
   164901 | 2022-05-20 23:09:19.288701 | admins   |              2 |              2
   164902 | 2022-05-20 23:09:48.323801 | admins   |              5 |              5
   164903 | 2022-05-20 23:12:12.00537  | admins   |              5 |              5
   164904 | 2022-05-20 23:14:11.819926 | admins   |              1 |              1
   164905 | 2022-05-20 23:17:18.897849 | admins   |              3 |              3
   164906 | 2022-05-20 23:17:56.069243 | admins   |              0 |              0
   164907 | 2022-05-20 23:18:06.704601 | admins   |              4 |              4
   164908 | 2022-05-20 23:31:35.029112 | admins   |              5 |              5
   164909 | 2022-05-20 23:35:25.292465 | admins   |              4 |              4
   164910 | 2022-05-20 23:38:32.277166 | admins   |              0 |              0
   164911 | 2022-05-20 23:41:35.074244 | admins   |              0 |              0
   164912 | 2022-05-20 23:45:28.264269 | admins   |              0 |              0
   164913 | 2022-05-20 23:45:43.752643 | admins   |              0 |              0
   164914 | 2022-05-20 23:46:51.729232 | admins   |              5 |              5
   164915 | 2022-05-20 23:47:05.065432 | admins   |              1 |              1
   164916 | 2022-05-20 23:47:43.31892  | admins   |              5 |              5
   164917 | 2022-05-20 23:48:40.955923 | admins   |              5 |              5
   164918 | 2022-05-20 23:48:46.353225 | admins   |              2 |              2
   164919 | 2022-05-20 23:50:20.618427 | admins   |              5 |              5
   164920 | 2022-05-20 23:52:29.598795 | admins   |              0 |              0
   164921 | 2022-05-20 23:52:54.332927 | admins   |              5 |              5
   164922 | 2022-05-20 23:54:15.19941  | admins   |              1 |              1
   164923 | 2022-05-20 23:55:48.747456 | admins   |              5 |              5
   164924 | 2022-05-20 23:56:20.630485 | admins   |              5 |              5
   164925 | 2022-05-20 23:56:25.57995  | admins   |              0 |              0
   164926 | 2022-05-20 23:57:41.041296 | admins   |              0 |              0
   164927 | 2022-05-20 23:57:58.759971 | admins   |              5 |              5
   164928 | 2022-05-20 23:58:10.037746 | admins   |              0 |              0
   164929 | 2022-05-21 00:00:45.591436 | admins   |              0 |              0
   164930 | 2022-05-21 00:01:50.068812 | admins   |              0 |              0
   164931 | 2022-05-21 00:02:22.784662 | admins   |              1 |              1
   164932 | 2022-05-21 00:03:16.800534 | admins   |              1 |              1
   164933 | 2022-05-21 00:05:29.380122 | admins   |              2 |              2
   164934 | 2022-05-21 00:06:49.564586 | admins   |              5 |              5
   164935 | 2022-05-21 00:08:17.166293 | admins   |              2 |              2
   164936 | 2022-05-21 00:38:38.355798 |          |              0 |              0
   164937 | 2022-05-21 00:42:03.977997 | admins   |              5 |              5
   164938 | 2022-05-21 00:42:14.896402 | admins   |              0 |              0
   164939 | 2022-05-21 00:44:07.094949 | admins   |              5 |              5
   164941 | 2022-05-21 00:47:20.875523 | admins   |              0 |              0
   164942 | 2022-05-21 00:49:37.493036 | admins   |              0 |              0
   164943 | 2022-05-21 00:59:13.6318   | admins   |              3 |              3
   164944 | 2022-05-21 01:08:30.326028 | admins   |              2 |              2
   164945 | 2022-05-21 01:12:17.731081 | admins   |              1 |              1
   164946 | 2022-05-21 01:13:05.623161 | admins   |              2 |              2
   164947 | 2022-05-21 01:17:34.2148   | admins   |              2 |              2
   164948 | 2022-05-21 01:33:07.986345 | admins   |              1 |              1
   164949 | 2022-05-21 01:44:00.533201 | admins   |              5 |              5
   164950 | 2022-05-21 01:47:34.119745 | admins   |              0 |              0
   164951 | 2022-05-21 01:48:56.872305 | admins   |              5 |              5
   164952 | 2022-05-21 01:51:18.26663  | admins   |              5 |              5
   164953 | 2022-05-21 01:53:18.41104  | admins   |              1 |              1
   164954 | 2022-05-21 01:56:05.937102 | admins   |              0 |              0
   164955 | 2022-05-21 02:01:47.171233 | android  |              2 |              2
   164956 | 2022-05-21 02:11:42.472654 | admins   |              5 |              5
   164957 | 2022-05-21 02:17:50.92695  | admins   |              0 |              0
   164958 | 2022-05-21 02:20:19.19697  | admins   |              3 |              3
   164959 | 2022-05-21 02:21:06.914851 | admins   |              3 |              3
   164960 | 2022-05-21 02:23:31.406617 | admins   |              5 |              5
   164961 | 2022-05-21 02:33:27.246205 | ios      |              5 |              5
   164962 | 2022-05-21 02:50:04.284324 | admins   |              5 |              5
   164963 | 2022-05-21 03:05:34.344399 |          |              2 |              0
   164964 | 2022-05-21 03:26:32.200666 | admins   |              1 |              1
   164965 | 2022-05-21 03:29:25.507512 | admins   |              0 |              0
   164966 | 2022-05-21 03:38:46.964697 | admins   |              4 |              4
   164967 | 2022-05-21 04:20:32.483252 | admins   |              2 |              2
   164968 | 2022-05-21 04:22:51.840116 | admins   |              5 |              5
   164969 | 2022-05-21 04:27:32.320552 | admins   |              0 |              0
   164970 | 2022-05-21 04:29:49.930627 | admins   |              1 |              1
   164971 | 2022-05-21 05:17:33.979666 | ios      |              1 |              1
   164972 | 2022-05-21 13:01:52.603168 | admins   |              1 |              1
   164973 | 2022-05-21 13:10:00.462783 | admins   |              0 |              0
   164974 | 2022-05-21 13:27:21.896953 | admins   |              2 |              2
   164975 | 2022-05-21 13:30:21.267933 | admins   |              0 |              0
   164976 | 2022-05-21 13:39:46.013103 | admins   |              0 |              0
   164977 | 2022-05-21 13:42:14.037271 | admins   |              2 |              2
   164978 | 2022-05-21 13:43:04.275257 | admins   |              1 |              1
   164979 | 2022-05-21 13:44:00.971341 | admins   |              1 |              1
   164980 | 2022-05-21 13:45:01.144891 | admins   |              0 |              0
   164981 | 2022-05-21 13:46:35.571282 | admins   |              3 |              3
   164982 | 2022-05-21 13:49:16.416207 | admins   |              1 |              1
   164983 | 2022-05-21 13:52:23.62084  | admins   |              2 |              2
   164984 | 2022-05-21 13:54:59.72282  | admins   |              2 |              2
   164985 | 2022-05-21 13:55:37.712552 | admins   |              0 |              0
   164986 | 2022-05-21 13:58:27.415447 | admins   |              0 |              0
